Name	SWScore	BitScore	E-value	SeqIndex
"sp|Q8BGR2|LRC8D_MOUSE Volume-regulated anion channel subunit LRRC8D OS=Mus musculus OX=10090 GN=Lrrc8d PE=1 SV=1"	50.0	41	0.03390	231421
"sp|Q5U308|LRC8D_RAT Volume-regulated anion channel subunit LRRC8D OS=Rattus norvegicus OX=10116 GN=Lrrc8d PE=1 SV=1"	50.0	41	0.03390	231422
"sp|B0JII8|MEND_MICAN 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase OS=Microcystis aeruginosa (strain NIES-843 / IAM M-2473) OX=449447 GN=menD PE=3 SV=1"	50.0	41	0.03390	242569
"sp|E8LIC0|METAA_SUCHY Homoserine O-acetyltransferase OS=Succinatimonas hippei (strain DSM 22608 / JCM 16073 / KCTC 15190 / YIT 12066) OX=762983 GN=metAA PE=1 SV=1"	50.0	41	0.03390	243560
"sp|Q9DBB4|NAA16_MOUSE N-alpha-acetyltransferase 16, NatA auxiliary subunit OS=Mus musculus OX=10090 GN=Naa16 PE=2 SV=1"	50.0	41	0.03390	269551
"sp|Q8IVI9|NOSTN_HUMAN Nostrin OS=Homo sapiens OX=9606 GN=NOSTRIN PE=1 SV=2"	50.0	41	0.03390	282232
"sp|O92500|OE56_NPVBM Occlusion-derived virus envelope protein E56 OS=Bombyx mori nuclear polyhedrosis virus OX=271108 GN=ODVP6E PE=3 SV=1"	50.0	41	0.03390	296316
"sp|P53347|ONCM_MOUSE Oncostatin-M OS=Mus musculus OX=10090 GN=Osm PE=1 SV=1"	50.0	41	0.03390	297101
"sp|Q9FMN2|PAH2_ARATH Phosphatidate phosphatase PAH2 OS=Arabidopsis thaliana OX=3702 GN=PAH2 PE=1 SV=1"	50.0	41	0.03390	302393
"sp|P40345|PDAT_YEAST Phospholipid:diacylglycerol acyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LRO1 PE=1 SV=1"	50.0	41	0.03390	307383
"sp|Q0R4L2|PDH3_LEUMG Pyranose dehydrogenase 3 OS=Leucoagaricus meleagris OX=201219 GN=pdh3 PE=2 SV=1"	50.0	41	0.03390	307672
"sp|P75476|PFKA_MYCPN Probable ATP-dependent 6-phosphofructokinase OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) OX=272634 GN=pfkA PE=3 SV=1"	50.0	41	0.03390	312749
"sp|Q8PVZ4|PRIS_METMA DNA primase small subunit PriS OS=Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) OX=192952 GN=priS PE=3 SV=1"	50.0	41	0.03390	328000
"sp|Q9K9V7|PYRC_HALH5 Dihydroorotase OS=Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=pyrC PE=3 SV=1"	50.0	41	0.03390	345576
"sp|Q5F750|RF1_NEIG1 Peptide chain release factor 1 OS=Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090) OX=242231 GN=prfA PE=3 SV=1"	50.0	41	0.03390	360945
"sp|B4RN52|RF1_NEIG2 Peptide chain release factor 1 OS=Neisseria gonorrhoeae (strain NCCP11945) OX=521006 GN=prfA PE=3 SV=1"	50.0	41	0.03390	360946
"sp|Q9JT75|RF1_NEIMA Peptide chain release factor 1 OS=Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491) OX=122587 GN=prfA PE=3 SV=1"	50.0	41	0.03390	360948
"sp|A1KV95|RF1_NEIMF Peptide chain release factor 1 OS=Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18) OX=272831 GN=prfA PE=3 SV=1"	50.0	41	0.03390	360950
"sp|B0JNQ5|RL1_MICAN Large ribosomal subunit protein uL1 OS=Microcystis aeruginosa (strain NIES-843 / IAM M-2473) OX=449447 GN=rplA PE=3 SV=1"	50.0	41	0.03390	377506
"sp|Q8DM27|RL1_THEVB Large ribosomal subunit protein uL1 OS=Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) OX=197221 GN=rplA PE=3 SV=1"	50.0	41	0.03390	377851
"sp|Q4KLN8|RNF8_RAT E3 ubiquitin-protein ligase RNF8 OS=Rattus norvegicus OX=10116 GN=Rnf8 PE=2 SV=1"	50.0	41	0.03390	401951
"sp|B0R8D4|RPO1N_HALS3 DNA-directed RNA polymerase subunit Rpo1N OS=Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1) OX=478009 GN=rpo1N PE=1 SV=1"	50.0	41	0.03390	407386
"sp|P0CX02|RPO1N_HALSA DNA-directed RNA polymerase subunit Rpo1N OS=Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) OX=64091 GN=rpo1N PE=3 SV=1"	50.0	41	0.03390	407387
"sp|Q9VJZ7|RRP1L_DROME Ribosomal RNA processing protein 1 homolog OS=Drosophila melanogaster OX=7227 GN=Nnp-1 PE=1 SV=1"	50.0	41	0.03390	414566
"sp|Q3A3G8|RSMA_SYNC1 Ribosomal RNA small subunit methyltransferase A OS=Syntrophotalea carbinolica (strain DSM 2380 / NBRC 103641 / GraBd1) OX=338963 GN=rsmA PE=3 SV=1"	50.0	41	0.03390	433529
"sp|A6VQA3|RUVB_ACTSZ Holliday junction branch migration complex subunit RuvB OS=Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / CCUG 43843 / 130Z) OX=339671 GN=ruvB PE=3 SV=1"	50.0	41	0.03390	438520
"sp|B2VJ95|RUVB_ERWT9 Holliday junction branch migration complex subunit RuvB OS=Erwinia tasmaniensis (strain DSM 17950 / CFBP 7177 / CIP 109463 / NCPPB 4357 / Et1/99) OX=465817 GN=ruvB PE=3 SV=1"	50.0	41	0.03390	438753
"sp|Q4QNM6|RUVB_HAEI8 Holliday junction branch migration complex subunit RuvB OS=Haemophilus influenzae (strain 86-028NP) OX=281310 GN=ruvB PE=3 SV=1"	50.0	41	0.03390	438787
"sp|P44631|RUVB_HAEIN Holliday junction branch migration complex subunit RuvB OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=ruvB PE=3 SV=1"	50.0	41	0.03390	438789
"sp|C4K7I4|RUVB_HAMD5 Holliday junction branch migration complex subunit RuvB OS=Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT) OX=572265 GN=ruvB PE=3 SV=1"	50.0	41	0.03390	438793
"sp|Q65UP0|RUVB_MANSM Holliday junction branch migration complex subunit RuvB OS=Mannheimia succiniciproducens (strain KCTC 0769BP / MBEL55E) OX=221988 GN=ruvB PE=3 SV=1"	50.0	41	0.03390	438854
"sp|C5BQT4|RUVB_TERTT Holliday junction branch migration complex subunit RuvB OS=Teredinibacter turnerae (strain ATCC 39867 / T7901) OX=377629 GN=ruvB PE=3 SV=1"	50.0	41	0.03390	439148
"sp|Q3AQ83|SAT_CHLCH Sulfate adenylyltransferase OS=Chlorobium chlorochromatii (strain CaD3) OX=340177 GN=sat PE=3 SV=1"	50.0	41	0.03390	442264
"sp|Q03DF6|SDHD_PEDPA Probable D-serine dehydratase OS=Pediococcus pentosaceus (strain ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w) OX=278197 GN=dsdA PE=3 SV=1"	50.0	41	0.03390	444882
"sp|Q8N0X2|SPG16_HUMAN Sperm-associated antigen 16 protein OS=Homo sapiens OX=9606 GN=SPAG16 PE=1 SV=2"	50.0	41	0.03390	457574
"sp|B1VG41|SYE_CORU7 Glutamate--tRNA ligase OS=Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109) OX=504474 GN=gltX PE=3 SV=1"	50.0	41	0.03390	468766
"sp|P0A637|SYE_MYCBO Glutamate--tRNA ligase OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=gltX PE=3 SV=1"	50.0	41	0.03390	468937
"sp|A1KMY6|SYE_MYCBP Glutamate--tRNA ligase OS=Mycobacterium bovis (strain BCG / Pasteur 1173P2) OX=410289 GN=gltX PE=3 SV=1"	50.0	41	0.03390	468938
"sp|A5U703|SYE_MYCTA Glutamate--tRNA ligase OS=Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra) OX=419947 GN=gltX PE=3 SV=1"	50.0	41	0.03390	468955
"sp|P9WFV8|SYE_MYCTO Glutamate--tRNA ligase OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=gltX PE=3 SV=1"	50.0	41	0.03390	468956
"sp|P9WFV9|SYE_MYCTU Glutamate--tRNA ligase OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=gltX PE=1 SV=1"	50.0	41	0.03390	468957
"sp|A4W3J5|SYGA_STRS2 Glycine--tRNA ligase alpha subunit OS=Streptococcus suis (strain 98HAH33) OX=391296 GN=glyQ PE=3 SV=1"	50.0	41	0.03390	470627
"sp|A4VX92|SYGA_STRSY Glycine--tRNA ligase alpha subunit OS=Streptococcus suis (strain 05ZYH33) OX=391295 GN=glyQ PE=3 SV=1"	50.0	41	0.03390	470630
"sp|Q03F66|SYGB_PEDPA Glycine--tRNA ligase beta subunit OS=Pediococcus pentosaceus (strain ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w) OX=278197 GN=glyS PE=3 SV=1"	50.0	41	0.03390	470876
"sp|A0B5U4|SYG_METTP Glycine--tRNA ligase OS=Methanothrix thermoacetophila (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT) OX=349307 GN=glyS PE=3 SV=1"	50.0	41	0.03390	471104
"sp|Q8PSV9|SYI_METMA Isoleucine--tRNA ligase OS=Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) OX=192952 GN=ileS PE=3 SV=1"	50.0	41	0.03390	472170
"sp|B7J7Y5|SYM_ACIF2 Methionine--tRNA ligase OS=Acidithiobacillus ferrooxidans (strain ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455) OX=243159 GN=metG PE=3 SV=1"	50.0	41	0.03390	473774
"sp|B5ENA8|SYM_ACIF5 Methionine--tRNA ligase OS=Acidithiobacillus ferrooxidans (strain ATCC 53993 / BNL-5-31) OX=380394 GN=metG PE=3 SV=1"	50.0	41	0.03390	473775
"sp|B3R678|SYM_CUPTR Methionine--tRNA ligase OS=Cupriavidus taiwanensis (strain DSM 17343 / BCRC 17206 / CCUG 44338 / CIP 107171 / LMG 19424 / R1) OX=977880 GN=metG PE=3 SV=1"	50.0	41	0.03390	473907
"sp|Q1L981|TDRD5_DANRE Tudor domain-containing protein 5 OS=Danio rerio OX=7955 GN=tdrd5 PE=2 SV=1"	50.0	41	0.03390	484213
"sp|P45297|TLDD_HAEIN Metalloprotease TldD homolog OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=tldD PE=3 SV=1"	50.0	41	0.03390	491333
"sp|Q8CIR4|TRPM6_MOUSE Transient receptor potential cation channel subfamily M member 6 OS=Mus musculus OX=10090 GN=Trpm6 PE=1 SV=1"	50.0	41	0.03390	502599
"sp|Q8IWV7|UBR1_HUMAN E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens OX=9606 GN=UBR1 PE=1 SV=1"	50.0	41	0.03390	512068
"sp|Q8IWV8|UBR2_HUMAN E3 ubiquitin-protein ligase UBR2 OS=Homo sapiens OX=9606 GN=UBR2 PE=1 SV=1"	50.0	41	0.03390	512073
"sp|Q6WKZ8|UBR2_MOUSE E3 ubiquitin-protein ligase UBR2 OS=Mus musculus OX=10090 GN=Ubr2 PE=1 SV=2"	50.0	41	0.03390	512074
"sp|P77837|URE1_BACSU Urease subunit alpha OS=Bacillus subtilis (strain 168) OX=224308 GN=ureC PE=1 SV=1"	50.0	41	0.03390	515901
"sp|A7Z9N4|URE1_BACVZ Urease subunit alpha OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) OX=326423 GN=ureC PE=3 SV=1"	50.0	41	0.03390	515902
"sp|A5W4B6|URE1_PSEP1 Urease subunit alpha OS=Pseudomonas putida (strain ATCC 700007 / DSM 6899 / JCM 31910 / BCRC 17059 / LMG 24140 / F1) OX=351746 GN=ureC PE=3 SV=1"	50.0	41	0.03390	516044
"sp|B0KUZ7|URE1_PSEPG Urease subunit alpha OS=Pseudomonas putida (strain GB-1) OX=76869 GN=ureC PE=3 SV=1"	50.0	41	0.03390	516046
"sp|Q88J04|URE1_PSEPK Urease subunit alpha OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440) OX=160488 GN=ureC PE=3 SV=1"	50.0	41	0.03390	516047
"sp|Q9R1Q9|VAS1_MOUSE V-type proton ATPase subunit S1 OS=Mus musculus OX=10090 GN=Atp6ap1 PE=1 SV=1"	50.0	41	0.03390	520763
"sp|O54715|VAS1_RAT V-type proton ATPase subunit S1 OS=Rattus norvegicus OX=10116 GN=Atp6ap1 PE=1 SV=1"	50.0	41	0.03390	520764
"sp|Q94C48|WDL5_ARATH Protein WVD2-like 5 OS=Arabidopsis thaliana OX=3702 GN=WDL5 PE=1 SV=1"	50.0	41	0.03390	527971
"sp|Q6NTZ5|XPO6B_XENLA Exportin-6-B OS=Xenopus laevis OX=8355 GN=xpo6-b PE=2 SV=1"	50.0	41	0.03390	530664
"sp|Q2YSA8|Y504_STAAB Uncharacterized epimerase/dehydratase SAB0504 OS=Staphylococcus aureus (strain bovine RF122 / ET3-1) OX=273036 GN=SAB0504 PE=3 SV=1"	50.0	41	0.03390	548466
"sp|Q5LIY0|YBEY_BACFN Endoribonuclease YbeY OS=Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / LMG 10263 / NCTC 9343 / Onslow / VPI 2553 / EN-2) OX=272559 GN=ybeY PE=3 SV=1"	50.0	41	0.03390	554551
"sp|Q650C1|YBEY_BACFR Endoribonuclease YbeY OS=Bacteroides fragilis (strain YCH46) OX=295405 GN=ybeY PE=3 SV=1"	50.0	41	0.03390	554552
"sp|Q73H48|YBEY_WOLPM Endoribonuclease YbeY OS=Wolbachia pipientis wMel OX=163164 GN=ybeY PE=3 SV=1"	50.0	41	0.03390	555174
"sp|C0R3K7|YBEY_WOLWR Endoribonuclease YbeY OS=Wolbachia sp. subsp. Drosophila simulans (strain wRi) OX=66084 GN=ybeY PE=3 SV=1"	50.0	41	0.03390	555178
"sp|Q09406|A16L2_CAEEL Autophagic-related protein 16.2 OS=Caenorhabditis elegans OX=6239 GN=atg-16.2 PE=1 SV=2"	49.0	41	0.03952	2696
"sp|P15275|ALGQ_PSEAE Transcriptional regulatory protein AlgQ OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=algQ PE=3 SV=1"	49.0	41	0.03952	14829
"sp|C5BCC5|ALR_EDWI9 Alanine racemase OS=Edwardsiella ictaluri (strain 93-146) OX=634503 GN=alr PE=3 SV=1"	49.0	41	0.03952	15514
"sp|A1DI95|AT222_NEOFI Autophagy-related protein 22-2 OS=Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) OX=331117 GN=atg22-2 PE=3 SV=1"	49.0	41	0.03952	32165
"sp|A0A098DRQ4|ATG20_GIBZE Autophagy-related protein 20 OS=Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) OX=229533 GN=ATG20 PE=3 SV=1"	49.0	41	0.03952	32811
"sp|Q6FJZ6|ATG5_CANGA Autophagy protein 5 OS=Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) OX=284593 GN=ATG5 PE=3 SV=1"	49.0	41	0.03952	33102
"sp|B0TWS6|ATPG_FRAP2 ATP synthase gamma chain OS=Francisella philomiragia subsp. philomiragia (strain ATCC 25017 / CCUG 19701 / FSC 153 / O#319-036) OX=484022 GN=atpG PE=3 SV=1"	49.0	41	0.03952	39429
"sp|Q6A7V7|BIOB_CUTAK Biotin synthase OS=Cutibacterium acnes (strain DSM 16379 / KPA171202) OX=267747 GN=bioB PE=3 SV=2"	49.0	41	0.03952	45457
"sp|Q65JZ0|BSHC_BACLD Putative cysteine ligase BshC OS=Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46) OX=279010 GN=bshC PE=3 SV=1"	49.0	41	0.03952	48942
"sp|Q6ZSI9|CAN12_HUMAN Calpain-12 OS=Homo sapiens OX=9606 GN=CAPN12 PE=1 SV=1"	49.0	41	0.03952	52739
"sp|Q9N2I1|CASP1_PIG Caspase-1 OS=Sus scrofa OX=9823 GN=CASP1 PE=2 SV=1"	49.0	41	0.03952	54991
"sp|Q967R6|CPEB_APLCA Cytoplasmic polyadenylation element-binding protein OS=Aplysia californica OX=6500 PE=1 SV=1"	49.0	41	0.03952	79688
"sp|P39475|DHE4_SACSH NADP-specific glutamate dehydrogenase OS=Saccharolobus shibatae (strain ATCC 51178 / DSM 5389 / JCM 8931 / NBRC 15437 / B12) OX=523848 GN=gdhA PE=3 SV=2"	49.0	41	0.03952	102270
"sp|A4YJ98|DNAA_BRASO Chromosomal replication initiator protein DnaA OS=Bradyrhizobium sp. (strain ORS 278) OX=114615 GN=dnaA PE=3 SV=1"	49.0	41	0.03952	104518
"sp|Q98DD2|DNAJ_RHILO Chaperone protein DnaJ OS=Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) OX=266835 GN=dnaJ PE=3 SV=1"	49.0	41	0.03952	105734
"sp|P05725|DNE1_CHLRE DNA endonuclease I-CreI OS=Chlamydomonas reinhardtii OX=3055 PE=1 SV=2"	49.0	41	0.03952	106887
"sp|Q9BUY7|EFC11_HUMAN EF-hand calcium-binding domain-containing protein 11 OS=Homo sapiens OX=9606 GN=EFCAB11 PE=1 SV=1"	49.0	41	0.03952	116595
"sp|B4JVG7|EIF3K_DROGR Eukaryotic translation initiation factor 3 subunit K OS=Drosophila grimshawi OX=7222 GN=GH22679 PE=3 SV=1"	49.0	41	0.03952	121206
"sp|P34229|FAS1_YARLI Fatty acid synthase subunit beta OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=FAS1 PE=3 SV=2"	49.0	41	0.03952	133320
"sp|H7CE84|FC11_PHOAM O-glucose prenyltransferase PaPT OS=Phomopsis amygdali OX=1214568 GN=PaPT PE=1 SV=1"	49.0	41	0.03952	134515
"sp|Q9JJN1|FGF21_MOUSE Fibroblast growth factor 21 OS=Mus musculus OX=10090 GN=Fgf21 PE=1 SV=1"	49.0	41	0.03952	136601
"sp|C3MZ63|GCH3_SULIA GTP cyclohydrolase III OS=Sulfolobus islandicus (strain M.16.27) OX=427318 GN=gch3 PE=3 SV=1"	49.0	41	0.03952	151920
"sp|C4KIE1|GCH3_SULIK GTP cyclohydrolase III OS=Sulfolobus islandicus (strain M.16.4 / Kamchatka #3) OX=426118 GN=gch3 PE=3 SV=1"	49.0	41	0.03952	151921
"sp|C3MR15|GCH3_SULIL GTP cyclohydrolase III OS=Sulfolobus islandicus (strain L.S.2.15 / Lassen #1) OX=429572 GN=gch3 PE=3 SV=1"	49.0	41	0.03952	151922
"sp|C3MX03|GCH3_SULIM GTP cyclohydrolase III OS=Sulfolobus islandicus (strain M.14.25 / Kamchatka #1) OX=427317 GN=gch3 PE=3 SV=1"	49.0	41	0.03952	151923
"sp|C3NGF2|GCH3_SULIN GTP cyclohydrolase III OS=Sulfolobus islandicus (strain Y.N.15.51 / Yellowstone #2) OX=419942 GN=gch3 PE=3 SV=1"	49.0	41	0.03952	151924
"sp|O60077|GDS1_SCHPO GTPase-GDP dissociation stimulator arz1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=arz1 PE=3 SV=1"	49.0	41	0.03952	154193
"sp|Q31CU1|GLMM_PROM9 Phosphoglucosamine mutase OS=Prochlorococcus marinus (strain MIT 9312) OX=74546 GN=glmM PE=3 SV=1"	49.0	41	0.03952	158063
"sp|Q8S2T0|GRIP_ARATH Protein GRIP OS=Arabidopsis thaliana OX=3702 GN=GRIP PE=1 SV=2"	49.0	41	0.03952	167316
"sp|Q12WM7|GSA_METBU Glutamate-1-semialdehyde 2,1-aminomutase OS=Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M) OX=259564 GN=hemL PE=3 SV=1"	49.0	41	0.03952	168600
"sp|Q9NRZ9|HELLS_HUMAN Lymphoid-specific helicase OS=Homo sapiens OX=9606 GN=HELLS PE=1 SV=1"	49.0	41	0.03952	175703
"sp|O95714|HERC2_HUMAN E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2"	49.0	41	0.03952	178001
"sp|Q4U2R1|HERC2_MOUSE E3 ubiquitin-protein ligase HERC2 OS=Mus musculus OX=10090 GN=Herc2 PE=1 SV=3"	49.0	41	0.03952	178002
"sp|Q9RQ85|HISX_BUCSC Histidinol dehydrogenase (Fragment) OS=Buchnera aphidicola subsp. Schlechtendalia chinensis OX=118110 GN=hisD PE=3 SV=1"	49.0	41	0.03952	183306
"sp|Q05A56|HYAL4_MOUSE Hyaluronidase-4 OS=Mus musculus OX=10090 GN=Hyal4 PE=2 SV=1"	49.0	41	0.03952	192327
"sp|Q5SZV5|K0319_MOUSE Dyslexia-associated protein KIAA0319 homolog OS=Mus musculus OX=10090 GN=Kiaa0319 PE=1 SV=1"	49.0	41	0.03952	207424
"sp|Q8DMQ7|KGUA_THEVB Guanylate kinase OS=Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) OX=197221 GN=gmk PE=3 SV=1"	49.0	41	0.03952	213467
"sp|Q92376|KLP1_SCHPO Kinesin-like protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=klp1 PE=2 SV=2"	49.0	41	0.03952	215041
"sp|Q16787|LAMA3_HUMAN Laminin subunit alpha-3 OS=Homo sapiens OX=9606 GN=LAMA3 PE=1 SV=3"	49.0	41	0.03952	218496
"sp|Q4G0J3|LARP7_HUMAN La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1"	49.0	41	0.03952	218864
"sp|Q4R627|LARP7_MACFA La-related protein 7 OS=Macaca fascicularis OX=9541 GN=LARP7 PE=2 SV=1"	49.0	41	0.03952	218865
"sp|Q6WB93|L_HMPVC RNA-directed RNA polymerase L OS=Human metapneumovirus (strain CAN97-83) OX=694067 GN=L PE=1 SV=1"	49.0	41	0.03952	234569
"sp|Q99MV5|M10L1_MOUSE RNA helicase Mov10l1 OS=Mus musculus OX=10090 GN=Mov10l1 PE=1 SV=1"	49.0	41	0.03952	234678
"sp|Q21902|MCM5_CAEEL DNA replication licensing factor mcm-5 OS=Caenorhabditis elegans OX=6239 GN=mcm-5 PE=1 SV=1"	49.0	41	0.03952	239165
"sp|Q06567|MCP2_YEAST ABC1 family protein MCP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCP2 PE=1 SV=1"	49.0	41	0.03952	239264
"sp|Q0CJH2|MDM10_ASPTN Mitochondrial distribution and morphology protein 10 OS=Aspergillus terreus (strain NIH 2624 / FGSC A1156) OX=341663 GN=mdmB PE=3 SV=1"	49.0	41	0.03952	240514
"sp|B6HL48|MDM10_PENRW Mitochondrial distribution and morphology protein 10 OS=Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) OX=500485 GN=mdm10 PE=3 SV=1"	49.0	41	0.03952	240539
"sp|A0KFJ6|METAS_AERHH Homoserine O-succinyltransferase OS=Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049) OX=380703 GN=metAS PE=3 SV=1"	49.0	41	0.03952	243568
"sp|A4SRY4|METAS_AERS4 Homoserine O-succinyltransferase OS=Aeromonas salmonicida (strain A449) OX=382245 GN=metAS PE=3 SV=1"	49.0	41	0.03952	243569
"sp|Q2NQZ8|META_SODGM Probable acyltransferase OS=Sodalis glossinidius (strain morsitans) OX=343509 GN=metA PE=3 SV=1"	49.0	41	0.03952	243680
"sp|A0A319A6V2|MLFA_ASPLB Malformin synthetase mlfA OS=Aspergillus lacticoffeatus (strain CBS 101883) OX=1450533 GN=mlfA PE=1 SV=1"	49.0	41	0.03952	249554
"sp|Q869Q3|NAPA_DICDI Nck-associated protein 1 homolog OS=Dictyostelium discoideum OX=44689 GN=napA PE=1 SV=1"	49.0	41	0.03952	272738
"sp|Q7SH49|NPL4_NEUCR Nuclear protein localization protein 4 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=npl4 PE=3 SV=2"	49.0	41	0.03952	282807
"sp|A7ZUU5|NRFA_ECO24 Cytochrome c-552 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284824
"sp|B7UPN8|NRFA_ECO27 Cytochrome c-552 OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284825
"sp|B7MJT8|NRFA_ECO45 Cytochrome c-552 OS=Escherichia coli O45:K1 (strain S88 / ExPEC) OX=585035 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284826
"sp|B7LB19|NRFA_ECO55 Cytochrome c-552 OS=Escherichia coli (strain 55989 / EAEC) OX=585055 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284827
"sp|P0ABL0|NRFA_ECO57 Cytochrome c-552 OS=Escherichia coli O157:H7 OX=83334 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284828
"sp|B5Z1D1|NRFA_ECO5E Cytochrome c-552 OS=Escherichia coli O157:H7 (strain EC4115 / EHEC) OX=444450 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284829
"sp|B7NSN2|NRFA_ECO7I Cytochrome c-552 OS=Escherichia coli O7:K1 (strain IAI39 / ExPEC) OX=585057 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284830
"sp|B7N2T7|NRFA_ECO81 Cytochrome c-552 OS=Escherichia coli O81 (strain ED1a) OX=585397 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284831
"sp|B7M7Y3|NRFA_ECO8A Cytochrome c-552 OS=Escherichia coli O8 (strain IAI1) OX=585034 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284832
"sp|C5A163|NRFA_ECOBW Cytochrome c-552 OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284833
"sp|B1XCV6|NRFA_ECODH Cytochrome c-552 OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284834
"sp|A8A7H1|NRFA_ECOHS Cytochrome c-552 OS=Escherichia coli O9:H4 (strain HS) OX=331112 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284835
"sp|A1AIR1|NRFA_ECOK1 Cytochrome c-552 OS=Escherichia coli O1:K1 / APEC OX=405955 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284836
